ph_mode,mode_tier,rows,num_runs,total_ph_time_sec,mean_ph_time_sec,ph_recomputed_rate,speedup_vs_full_vr
full_vr,0,1664,13,74022.60443035593,44.48473823939659,0.0,1.0
landmark_vr,1,1664,13,6541.435314431757,3.9311510303075465,0.0,11.31595756470247
fixed_support_vr,2,1664,13,880.7504100529623,0.529297121426059,0.0,84.0449275815889
fixed_knn_vr,3,1664,13,432.19498482198105,0.259732562993979,0.0,171.2713174143968
skip_vr,4,1664,13,77937.45483653567,46.83741276234115,0.0,0.949769332160119
event_driven,5,1664,13,57997.771597180166,34.85443004638231,0.7740384615384616,1.276300836943792
online_landmark_event,6,1664,13,309.6843570508936,0.1861083876507774,0.7103365384615384,239.02597191304383
online_landmark_dynamic_support,7,1664,13,1150.1905592840922,0.6912202880313054,0.7716346153846154,64.35681794887056
