run_id,run_dir,experiment,geometry,mechanism,model,n,d,schedule,severity,mover_frac,noise,seed,regime,metric_family,metric,direction,threshold,window,max_epoch,detection_epoch,normalized_detection_time,detected
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,1000,50,linear,moderate,1.0,0.0,26,Cluster merging,Topological,betti_curve_change_h1,increase,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,1000,50,linear,moderate,1.0,0.0,26,Cluster merging,Topological,betti_curve_peak_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,1000,50,linear,moderate,1.0,0.0,26,Cluster merging,Topological,max_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,1000,50,linear,moderate,1.0,0.0,26,Cluster merging,Topological,top5_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed26,1000,50,linear,moderate,1.0,0.0,26,Cluster merging,Topological,total_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Spectral,effective_rank,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Spectral,top_k_variance_fraction,increase,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Geometric,mean_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Geometric,median_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Geometric,q10_pairwise_distance,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Geometric,q50_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Geometric,q90_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Geometric,std_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Topological,betti_curve_area_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Topological,betti_curve_change_h1,increase,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Topological,betti_curve_peak_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Topological,max_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Topological,top5_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed31,1000,50,linear,moderate,1.0,0.0,31,Cluster merging,Topological,total_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Spectral,effective_rank,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Spectral,top_k_variance_fraction,increase,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Geometric,mean_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Geometric,median_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Geometric,q10_pairwise_distance,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Geometric,q50_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Geometric,q90_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Geometric,std_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Topological,betti_curve_area_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Topological,betti_curve_change_h1,increase,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Topological,betti_curve_peak_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Topological,max_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Topological,top5_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed37,1000,50,linear,moderate,1.0,0.0,37,Cluster merging,Topological,total_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Spectral,effective_rank,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Spectral,top_k_variance_fraction,increase,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Geometric,mean_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Geometric,median_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Geometric,q10_pairwise_distance,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Geometric,q50_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Geometric,q90_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Geometric,std_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Topological,betti_curve_area_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Topological,betti_curve_change_h1,increase,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Topological,betti_curve_peak_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Topological,max_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Topological,top5_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed51,1000,50,linear,moderate,1.0,0.0,51,Cluster merging,Topological,total_persistence_h1,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Spectral,effective_rank,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Spectral,top_k_variance_fraction,increase,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Geometric,mean_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Geometric,median_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Geometric,q10_pairwise_distance,decrease,0.05,2,50.0,,,False
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Geometric,q50_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,/home/alex/evolve_local/evolve_collapse/evolve_checkpoints/collapse_ph/cluster_merging/clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,collapse_ph,clustered_gaussian,cluster_merging,clustered_gaussian_n1000_d50_k16__linear__moderate__mp1.0__noise0.0__seed123,1000,50,linear,moderate,1.0,0.0,123,Cluster merging,Geometric,q90_pairwise_distance,decrease,0.05,2,50.0,10.0,0.2,True
